Tanggal,Kota,Tingkat Vaksinasi,Dalam atau Luar Jawa Bali,Jumlah Penduduk,Luas Daerah
07/07/2021,Lampung,3.49%,1,9007848,34623.8
07/08/2021,Lampung,3.56%,1,9007848,34623.8
07/09/2021,Lampung,3.60%,1,9007848,34623.8
07/10/2021,Lampung,3.62%,1,9007848,34623.8
07/11/2021,Lampung,3.62%,1,9007848,34623.8
07/12/2021,Lampung,3.69%,1,9007848,34623.8
07/13/2021,Lampung,3.78%,1,9007848,34623.8
07/14/2021,Lampung,3.86%,1,9007848,34623.8
07/15/2021,Lampung,3.95%,1,9007848,34623.8
07/16/2021,Lampung,3.99%,1,9007848,34623.8
07/17/2021,Lampung,4.01%,1,9007848,34623.8
07/18/2021,Lampung,4.01%,1,9007848,34623.8
07/19/2021,Lampung,4.06%,1,9007848,34623.8
07/20/2021,Lampung,4.06%,1,9007848,34623.8
07/21/2021,Lampung,4.12%,1,9007848,34623.8
07/22/2021,Lampung,4.20%,1,9007848,34623.8
07/23/2021,Lampung,4.24%,1,9007848,34623.8
07/24/2021,Lampung,4.66%,1,9007848,34623.8
07/25/2021,Lampung,4.68%,1,9007848,34623.8
07/26/2021,Lampung,5.06%,1,9007848,34623.8
07/27/2021,Lampung,5.29%,1,9007848,34623.8
07/28/2021,Lampung,5.46%,1,9007848,34623.8
07/29/2021,Lampung,5.57%,1,9007848,34623.8
07/30/2021,Lampung,5.63%,1,9007848,34623.8
07/31/2021,Lampung,5.68%,1,9007848,34623.8
08/01/2021,Lampung,5.69%,1,9007848,34623.8
08/02/2021,Lampung,5.83%,1,9007848,34623.8
08/03/2021,Lampung,5.90%,1,9007848,34623.8
08/04/2021,Lampung,6.00%,1,9007848,34623.8
08/05/2021,Lampung,6.12%,1,9007848,34623.8
